question_id	question_text
1779	"Why has Marx been called ""the first great user of critical method in social sciences""?"
3616	What are municipalities in India?
66	How did mountain biking emerge?
3737	How did Holyoake and Bradlaugh split in their views on secularism?
1768	What was the original intention of the Spanish explorers in Utah?
2267	How did natural rights form a basis for Locke's social contract theories?
3963	how is education run the united state of america?
1049	What was the Keynesian vision for the IMF?
1196	What is the origin of the name Jesus?
246	How is the Corruption Perceptions Index constructed?
2622	How is compulsory healthcare insurance enforced?
1246	What is the history of the first Europeans settling in New Jersey?
2197	How has Rhythm and Blues changed since it began it the 1940s?
1203	What factor assisted Oda Nobunaga in his dominance of power?
1006	How does the catholic church view agnosticism?
3385	How is a semi-arid climate determined?
56	Why is cross border trade by pastoralists affect exports?
3890	What are New York's majority geographic aspects?
1132	What is the telecast history for the Academy Awards?
3279	How did Aristotles' beliefs on metaphysics filter into Islamic and Judeo-Christian thought?
68	How do cities and activists encourage the use of bicycles?
807	In what ways did the Celtics dominate in the early years?
3739	How do hard and soft secularism differ?
1555	What is the ancient history of Nepal?
2021	Why did Bonaparte decide to seize Egypt instead of confronting the British Royal Navy?
2899	How did Augustus lend his name to the month of August?
1394	What is the composition of the Anglo-Saxons?
1810	How did British Canada and French Canada manage to avoid a civil war?
814	What is the definition of Gold as a chemical element with respect to etymology, periodic table and connectons to other metals such as say Copper?
407	Why was the dual monarchy established?
4041	How have wheat gene variety been important for crop yields?
2686	How was the Winter Olympics developed?
2611	Why was the Macedonian Dynasty considered a successful period during Byzantine history?
2618	What were the bomb concepts of the Manhattan Project?
2598	What was the attitude of ordinary Germans toward the Holocaust during the war?
1034	What factors have contributed to the garbage crisis in Lebanon?
576	How is tuberculosis spread?
1084	What characterizes the environment in Bulgaria?
1267	What exactly do we mean by Climate as opposed to Weather?
1100	How is the role of head of government defined in semi-presidential systems?
1202	Why might Japan be considered the world's 3rd highest power?
239	What were the effects of their financial difficulties on U.S. Soccer?
259	How is Brazil divided up when it comes to religions?
2751	How prepared was the Iraqi defense?
1496	In which ways did Illinois participate in nuclear development?
51	How did the last ice age effect the Rhine?
46	What is the climate of Connecticut?
1594	How did Antwerp come to be cosmopolitan?
21	What causes tornadoes to rotate cyclonically?
3456	How do line servers determine accuracy?
2568	Why are Icelanders considered some of the world's healthiest people?
401	What characterizes early settlers of Greece?
954	"What is use of the term ""vulgar era"" in regards to the Common Era?"
2570	How was the kalmar Union formed?
2049	Why is impractical or basic research so important in science?
3151	Why did the Pennsylvania Hispanic population grow?
4011	What was the global significance of the Treaty of Tordesillas?
769	How did the ancient Greeks colonize Kuwait in the 3rd century BC?
2930	Retrospectively how does the US Constitution relate to the Bill Of Rights & Constitutional Amendements?
2149	What is the culture of East Asia?
980	Why have Canadians more successfully adopted multiculturalism?
3968	Why is the term LGBT not widely accepted?
1502	How did John Ray more scientifically define species?
1133	What effect do the box office numbers for films have on TV ratings for the Academy Awards?
2666	What is the earliest history of Mumbai?
1305	How did human civilization advance from the lands that are now Ukraine?
2142	What is Apple's annual revenue?
2086	How is the speaker of the house appointed to the role?
3552	What was Porfirio Diaz's influence on Mexico city?
2563	What was the effect of the American Civil War on cotton around the world?
451	How old is Lisbon in a historical sense?
3059	What role did the Swedish Army have on Lithuania?
2820	what role did  Anton van Leeuwenhoek played in the development of biology?
3222	What is the history behind Viennese cafes?
2068	How did the welfare state develop in Great Britain?
1786	What were the conclusions of the independent panel set up by the BBC Trust in 2006?
1997	How do states relate to the Federal Government?
1439	Why did Magellan describe Guam as the Island of Thieves?
2000	What is the distinction between partial sufferage and active sufferage?
3414	"What is the etymology of the word ""Suburb""?"
1157	What is the pay controversy of Amnesty International?
2274	How did the election of Kennedy affect the Vietnam crisis?
3862	Why is Florence known for its art?
2491	Explain how Islam became a political power in the region
1186	What are some characteristics of uranium?
1194	What is Jesus's significance to Christians?
1804	What are the origins of the name Suomi?
3558	Are there issues in measuring?
3220	How has Vienna expanded economically since the fall of the Iron Curtain in 1989?
251	What is the importance of the Mediterranean Sea in early human civiilzations and on modern Europe today?
3211	"What is the Christian Etomology of the word ""Arab""?"
